key,fare_amount
2014-06-14 13:39:00.000000103,20.251635
2014-06-14 13:39:00.00000049,20.48788
2014-06-14 13:39:00.000000108,20.322437
2014-06-14 13:39:00.00000072,20.208275
2014-06-14 13:39:00.000000182,20.346884
2014-06-14 13:39:00.00000061,20.271244
2014-06-14 13:39:00.00000093,20.308641
2014-06-14 13:39:00.000000170,20.444565
2014-06-14 13:39:00.000000147,22.429605
2014-06-14 13:39:00.000000140,20.199684
2014-06-14 13:39:00.000000159,20.159492
2014-06-14 13:39:00.00000012,20.129816
2014-06-14 13:39:00.00000025,20.21251
2014-06-14 13:39:00.000000156,20.211464
2014-06-14 13:39:00.000000152,20.134548
2014-06-14 13:39:00.000000129,20.103489
2014-06-14 13:39:00.000000119,20.517992
2014-06-14 13:39:00.000000118,20.109251
2014-06-14 13:39:00.00000076,20.236656
2014-06-14 13:39:00.000000135,20.298239
2014-06-14 13:39:00.00000023,20.441397
2014-06-14 13:39:00.00000082,20.31628
2014-06-14 13:39:00.000000125,20.467995
2014-06-14 13:39:00.00000075,20.419094
2014-06-14 13:39:00.000000124,20.223717
2014-06-14 13:39:00.000000172,20.151554
2014-06-14 13:39:00.00000024,20.446451
2014-06-14 13:39:00.000000169,20.381481
2014-06-14 13:39:00.00000052,20.110237
2014-06-14 13:39:00.000000161,20.039877
2014-06-14 13:39:00.00000038,20.299034
2014-06-14 13:39:00.00000035,20.372417
2014-06-14 13:39:00.00000053,20.398039
2014-06-14 13:39:00.000000183,20.240849
2014-06-14 13:39:00.000000131,23.112831
2014-06-14 13:39:00.000000180,20.159445
2014-06-14 13:39:00.000000130,20.234863
2014-06-14 13:39:00.00000032,20.120012
2014-06-14 13:39:00.000000148,20.108736
2014-06-14 13:39:00.0000007,20.330965
2014-06-14 13:39:00.00000095,20.371773
2014-06-14 13:39:00.000000144,20.926273
2014-06-14 13:39:00.000000141,21.465479
2014-06-14 13:39:00.000000162,20.543564
2014-06-14 13:39:00.00000018,20.299095
2014-06-14 13:39:00.00000054,20.371527
2014-06-14 13:39:00.00000040,20.243267
2014-06-14 13:39:00.00000096,20.078604
2014-06-14 13:39:00.00000055,20.83413
2014-06-14 13:39:00.000000109,20.022955
2014-06-14 13:39:00.000000151,20.22671
2014-06-14 13:39:00.00000016,20.061335
2014-06-14 13:39:00.00000062,20.400085
2014-06-14 13:39:00.000000191,20.212414
2014-06-14 13:39:00.00000034,20.194635
2014-06-14 13:39:00.000000160,20.215881
2014-06-14 13:39:00.00000013,20.235346
2014-06-14 13:39:00.000000188,20.247162
2014-06-14 13:39:00.00000086,20.236248
2014-06-14 13:39:00.000000185,20.075218
2014-06-14 13:39:00.00000074,20.38036
2014-06-14 13:39:00.00000022,20.50057
2014-06-14 13:39:00.00000036,20.145779
2014-06-14 13:39:00.000000126,20.160831
2014-06-14 13:39:00.000000190,20.106215
2014-06-14 13:39:00.00000042,20.272207
2014-06-14 13:39:00.000000178,20.314333
2014-06-14 13:39:00.000000163,20.204777
2014-06-14 13:39:00.00000020,20.04205
2014-06-14 13:39:00.00000098,20.232897
2014-06-14 13:39:00.000000114,20.03557
2014-06-14 13:39:00.00000045,20.36752
2014-06-14 13:39:00.00000094,20.189884
2014-06-14 13:39:00.000000146,20.234337
2014-06-14 13:39:00.00000033,20.321194
2014-06-14 13:39:00.000000143,20.20118
2014-06-14 13:39:00.000000107,20.25053
2014-06-14 13:39:00.00000048,20.324808
2014-06-14 13:39:00.00000043,20.398712
2014-06-14 13:39:00.000000123,20.357208
2014-06-14 13:39:00.000000134,20.33554
2014-06-14 13:39:00.000000142,20.234947
2014-06-14 13:39:00.000000122,20.3848
2014-06-14 13:39:00.000000176,20.344496
2011-12-12 09:42:12.0000004,20.15266
2011-12-12 09:42:12.0000002,20.169827
2011-12-12 09:42:12.0000001,20.428808
2011-12-12 09:42:12.0000003,20.141026
2011-12-12 09:42:12.0000005,20.266068
2013-06-27 00:20:40.0000001,19.661728
2013-06-27 00:20:40.0000003,20.179556
2009-02-20 13:34:16.0000001,20.063152
2009-02-20 13:34:16.0000002,19.986637
2009-02-20 13:34:16.0000003,20.16433
2010-08-22 21:14:08.0000001,21.426414
2010-08-22 21:14:08.0000005,20.630312
2010-08-22 21:14:08.0000003,20.31504
2010-08-22 21:14:08.0000002,20.14043
2012-08-06 08:58:08.0000002,20.252062
2012-08-06 08:58:08.0000001,20.941158
2013-11-04 08:34:12.0000003,20.189415
2013-11-04 08:34:12.0000001,20.210741
2013-11-04 08:34:12.0000002,20.313457
2011-06-24 20:34:48.0000002,20.349955
2011-06-24 20:34:48.0000001,19.781162
2011-03-28 20:38:36.0000003,20.210957
2011-03-28 20:38:36.0000004,20.160326
2011-03-28 20:38:36.0000002,20.335175
2011-08-14 20:36:28.0000004,20.35576
2011-08-14 20:36:28.0000001,20.34231
2011-08-14 20:36:28.0000003,21.22824
2011-08-14 20:36:28.0000002,20.208937
2015-02-21 15:52:44.0000004,20.693048
2015-02-21 15:52:44.0000003,20.440678
2015-02-21 15:52:44.0000002,19.981422
2015-02-21 15:52:44.0000001,20.30054
2013-01-29 11:29:52.0000001,20.069363
2014-09-12 19:03:48.0000001,20.446318
2013-11-09 18:52:40.0000004,20.353924
2013-11-09 18:52:40.0000002,20.429214
2013-04-25 16:10:04.0000001,23.213398
2013-04-25 16:10:04.0000002,20.325937
2013-09-07 14:37:52.0000001,20.262112
2013-09-07 14:37:52.0000002,20.457275
2013-09-07 14:37:52.0000003,20.194162
2011-05-21 13:16:20.0000004,20.125221
2011-05-21 13:16:20.0000001,20.15881
2011-05-21 13:16:20.0000003,20.121471
2011-11-25 16:36:24.0000002,20.411802
2011-11-25 16:36:24.0000001,20.063568
2015-01-31 20:54:04.0000001,20.323616
2010-11-01 23:31:28.0000002,20.155697
2010-11-01 23:31:28.0000001,20.379969
2010-11-01 23:31:28.0000003,20.173943
2011-03-24 15:57:04.0000003,20.235228
2011-03-24 15:57:04.0000001,20.226145
2010-05-10 10:37:04.0000005,20.227375
2010-05-10 10:37:04.0000002,20.180418
2010-05-10 10:37:04.0000003,20.508905
2010-05-10 10:37:04.0000006,20.356632
2012-06-09 16:53:44.0000002,20.263847
2012-08-22 22:39:20.0000003,20.620884
2012-08-22 22:39:20.0000001,20.311964
2012-12-23 02:29:16.0000001,20.204617
2012-06-30 15:55:12.0000004,20.377483
2012-06-30 15:55:12.0000002,20.300257
2012-06-30 15:55:12.0000003,20.483707
2012-06-30 15:55:12.0000001,20.149755
2011-10-02 23:36:00.00000056,19.974583
2011-10-02 23:36:00.00000086,20.010506
2011-10-02 23:36:00.00000081,20.891695
2011-10-02 23:36:00.0000009,20.21743
2011-10-02 23:36:00.00000041,20.494411
2011-10-02 23:36:00.00000091,20.313515
2011-10-02 23:36:00.0000008,20.479939
2011-10-02 23:36:00.00000015,21.456581
2011-10-02 23:36:00.00000014,20.382685
2011-10-02 23:36:00.00000047,20.270248
2011-10-02 23:36:00.00000076,20.174675
2011-10-02 23:36:00.00000011,20.381374
2011-10-02 23:36:00.00000075,20.224077
2011-10-02 23:36:00.00000035,20.244566
2011-10-02 23:36:00.00000099,20.424162
2011-10-02 23:36:00.00000062,20.400223
2011-10-02 23:36:00.00000085,20.262444
2011-10-02 23:36:00.00000043,20.669445
2011-10-02 23:36:00.00000071,20.058857
2011-10-02 23:36:00.00000023,20.144354
2011-10-02 23:36:00.00000092,20.263897
2011-10-02 23:36:00.00000037,20.164062
2011-10-02 23:36:00.00000083,20.37563
2011-10-02 23:36:00.00000054,20.041348
2011-10-02 23:36:00.00000073,20.470682
2011-10-02 23:36:00.0000005,20.405521
2011-10-02 23:36:00.00000095,20.214317
2011-10-02 23:36:00.00000088,20.239738
2011-10-02 23:36:00.00000030,20.107637
2011-10-02 23:36:00.0000007,20.48387
2011-10-02 23:36:00.00000013,20.046429
2011-10-02 23:36:00.00000065,21.347939
2011-10-02 23:36:00.00000089,23.28358
2011-10-02 23:36:00.00000096,20.135757
2011-10-02 23:36:00.00000039,20.281563
2011-10-02 23:36:00.00000038,21.25792
2011-10-02 23:36:00.00000067,19.804634
2011-10-02 23:36:00.00000077,20.555004
2011-10-02 23:36:00.00000020,19.946308
2011-10-02 23:36:00.00000063,19.843678
2011-10-02 23:36:00.00000012,20.436563
2011-10-02 23:36:00.00000058,20.648273
2011-10-02 23:36:00.00000026,20.524551
2011-10-02 23:36:00.00000074,21.406137
2011-10-02 23:36:00.00000059,20.176779
2011-10-02 23:36:00.00000090,20.892181
2011-10-02 23:36:00.0000004,21.74129
2011-10-02 23:36:00.0000003,20.551258
2011-10-02 23:36:00.00000021,19.913906
2011-10-02 23:36:00.00000097,20.363182
2011-10-02 23:36:00.00000036,20.906591
2011-10-02 23:36:00.00000024,21.226046
2011-10-02 23:36:00.00000082,22.808855
2011-10-02 23:36:00.000000100,20.100733
2011-10-02 23:36:00.00000040,20.299397
2011-10-02 23:36:00.00000022,20.199537
2013-03-21 12:47:28.0000006,20.017124
2013-03-21 12:47:28.0000008,20.36972
2013-03-21 12:47:28.0000003,20.358158
2013-03-21 12:47:28.0000005,20.187954
2013-03-21 12:47:28.0000002,20.13445
2013-06-07 03:02:56.0000002,20.990469
2013-06-07 03:02:56.0000001,20.253958
2010-09-05 22:31:32.0000002,20.223494
2013-07-12 23:33:24.0000001,20.335701
2009-12-03 02:32:08.0000001,21.111965
2009-10-15 03:50:36.0000001,20.154112
2011-09-25 22:36:32.0000002,20.75689
2011-09-25 22:36:32.0000001,20.49682
2015-06-08 20:02:56.0000001,20.376759
2014-07-16 08:03:32.0000002,20.402138
2014-07-16 08:03:32.0000001,20.295593
2011-12-15 13:14:32.0000002,20.150461
2011-12-15 13:14:32.0000001,20.297094
2011-10-11 22:13:48.0000002,20.005678
2011-10-11 22:13:48.0000005,20.43965
2011-10-11 22:13:48.0000003,20.361862
2013-09-14 16:53:20.0000001,20.071264
2013-09-14 16:53:20.0000002,20.208296
2014-02-06 09:09:56.0000004,20.114113
2014-02-06 09:09:56.0000003,20.171024
2014-02-06 09:09:56.0000001,20.170916
2009-06-10 16:55:00.00000081,21.584396
2009-06-10 16:55:00.00000029,20.219831
2009-06-10 16:55:00.000000109,20.354414
2009-06-10 16:55:00.00000098,22.443298
2009-06-10 16:55:00.00000054,20.070753
2009-06-10 16:55:00.00000021,20.677843
2009-06-10 16:55:00.00000012,20.32639
2009-06-10 16:55:00.00000033,20.202892
2009-06-10 16:55:00.00000024,20.032906
2009-06-10 16:55:00.00000099,20.375988
2009-06-10 16:55:00.0000009,20.278027
2009-06-10 16:55:00.000000158,20.195642
2009-06-10 16:55:00.000000141,20.256056
2009-06-10 16:55:00.00000093,20.177109
2009-06-10 16:55:00.000000161,20.085247
2009-06-10 16:55:00.00000088,20.248837
2009-06-10 16:55:00.0000003,20.32094
2009-06-10 16:55:00.00000018,20.189262
2009-06-10 16:55:00.00000047,20.302004
2009-06-10 16:55:00.000000154,20.158936
2009-06-10 16:55:00.000000131,20.231083
2009-06-10 16:55:00.00000046,20.008907
2009-06-10 16:55:00.0000004,20.276299
2009-06-10 16:55:00.000000107,20.222767
2009-06-10 16:55:00.000000114,20.077473
2009-06-10 16:55:00.000000117,20.093977
2009-06-10 16:55:00.000000162,20.345493
2009-06-10 16:55:00.00000049,20.400103
2009-06-10 16:55:00.00000069,20.035727
2009-06-10 16:55:00.000000111,20.129303
2009-06-10 16:55:00.00000083,20.173586
2009-06-10 16:55:00.000000166,22.125713
2009-06-10 16:55:00.000000135,20.153704
2009-06-10 16:55:00.00000044,21.074726
2009-06-10 16:55:00.00000085,20.107746
2009-06-10 16:55:00.000000115,20.261215
2009-06-10 16:55:00.000000108,20.112072
2009-06-10 16:55:00.00000034,20.145405
2009-06-10 16:55:00.00000060,20.551163
2009-06-10 16:55:00.000000120,20.227978
2009-06-10 16:55:00.000000174,21.349249
2009-06-10 16:55:00.0000007,20.263954
2009-06-10 16:55:00.000000159,20.133923
2009-06-10 16:55:00.000000171,20.940102
2009-06-10 16:55:00.000000145,20.468079
2009-06-10 16:55:00.00000074,20.163494
2009-06-10 16:55:00.000000138,20.395884
2009-06-10 16:55:00.00000048,20.18977
2009-06-10 16:55:00.000000101,20.184855
2009-06-10 16:55:00.000000153,20.16743
2009-06-10 16:55:00.0000002,20.148045
2009-06-10 16:55:00.00000037,20.333542
2009-06-10 16:55:00.000000151,20.091404
2009-06-10 16:55:00.000000127,21.028618
2009-06-10 16:55:00.000000144,20.296793
2009-06-10 16:55:00.000000165,20.018358
2009-06-10 16:55:00.0000008,20.249659
2009-06-10 16:55:00.000000122,20.33986
2009-06-10 16:55:00.00000055,20.829466
2009-06-10 16:55:00.00000079,20.149258
2009-06-10 16:55:00.00000016,19.949167
2009-06-10 16:55:00.000000160,20.594238
2009-06-10 16:55:00.000000139,20.204449
2009-06-10 16:55:00.00000075,20.183489
2009-06-10 16:55:00.00000017,20.188377
2009-06-10 16:55:00.00000070,20.23799
2009-06-10 16:55:00.000000118,20.20936
2009-06-10 16:55:00.00000066,20.012325
2009-06-10 16:55:00.000000164,20.23843
2009-06-10 16:55:00.000000100,20.335865
2009-06-10 16:55:00.00000082,20.15175
2009-06-10 16:55:00.00000090,19.939896
2009-06-10 16:55:00.000000125,20.032501
2009-06-10 16:55:00.000000149,20.328037
2009-06-10 16:55:00.00000068,20.437757
2009-06-10 16:55:00.00000039,20.178106
2009-06-10 16:55:00.000000124,20.168766
2009-06-10 16:55:00.00000053,20.188908
2009-06-10 16:55:00.00000045,20.3324
2009-06-10 16:55:00.000000102,20.247414
2009-06-10 16:55:00.000000140,20.28033
2009-06-10 16:55:00.000000148,20.256699
2009-06-10 16:55:00.000000147,20.267595
2009-06-10 16:55:00.00000097,20.427753
2009-06-10 16:55:00.00000094,20.3297
2009-06-10 16:55:00.00000078,20.076462
2009-06-10 16:55:00.00000035,20.285269
2009-06-10 16:55:00.00000072,20.33228
2009-06-10 16:55:00.00000031,20.226974
2009-06-10 16:55:00.00000056,20.323038
2009-06-10 16:55:00.000000128,20.68488
2009-06-10 16:55:00.00000057,20.250475
2009-06-10 16:55:00.00000030,20.27746
2009-06-10 16:55:00.00000043,20.453339
2009-06-10 16:55:00.000000146,20.070728
2009-06-10 16:55:00.00000010,20.348238
2009-06-10 16:55:00.00000067,20.55458
2009-06-10 16:55:00.000000119,20.201046
2009-06-10 16:55:00.00000076,20.87065
2009-06-10 16:55:00.00000025,20.323944
2009-06-10 16:55:00.00000071,20.54717
2009-06-10 16:55:00.000000143,20.099293
2013-06-26 11:19:36.0000002,20.170868
2014-09-05 10:02:48.0000004,20.261587
2014-09-05 10:02:48.0000002,20.28778
2014-09-05 10:02:48.0000001,20.983868
2014-09-05 10:02:48.0000003,20.352173
2012-09-19 12:31:40.0000001,20.250027
2012-09-19 12:31:40.0000002,20.118631
2009-03-22 04:31:40.0000002,20.409414
2009-08-27 02:31:44.0000001,19.624958
2009-05-02 20:11:32.0000001,20.099232
2009-05-02 20:11:32.0000004,20.380333
2011-02-20 02:31:16.0000002,20.158052
2011-02-20 02:31:16.0000001,19.692593
2011-06-24 12:03:00.00000010,20.309738
2011-06-24 12:03:00.00000067,19.94786
2011-06-24 12:03:00.00000071,20.368235
2011-06-24 12:03:00.000000100,20.280457
2011-06-24 12:03:00.000000145,20.163357
2011-06-24 12:03:00.000000152,20.316666
2011-06-24 12:03:00.00000026,20.381393
2011-06-24 12:03:00.000000199,20.171894
2011-06-24 12:03:00.000000195,20.094158
2011-06-24 12:03:00.000000119,20.24886
2011-06-24 12:03:00.00000086,20.168324
2011-06-24 12:03:00.00000012,20.325632
2011-06-24 12:03:00.00000097,20.99424
2011-06-24 12:03:00.00000058,20.216532
2011-06-24 12:03:00.000000176,20.191954
2011-06-24 12:03:00.000000139,20.157305
2011-06-24 12:03:00.00000048,20.295898
2011-06-24 12:03:00.000000159,20.233894
2011-06-24 12:03:00.00000079,20.276894
2011-06-24 12:03:00.000000138,20.06971
2011-06-24 12:03:00.000000135,20.4479
2011-06-24 12:03:00.000000173,20.16462
2011-06-24 12:03:00.000000162,20.440474
2011-06-24 12:03:00.00000018,20.254997
2011-06-24 12:03:00.000000136,20.250454
2011-06-24 12:03:00.000000185,20.190248
2011-06-24 12:03:00.00000069,20.213623
2011-06-24 12:03:00.000000105,20.112577
2011-06-24 12:03:00.000000180,20.292906
2011-06-24 12:03:00.00000053,20.277119
2011-06-24 12:03:00.000000142,20.336172
2011-06-24 12:03:00.000000188,20.301111
2011-06-24 12:03:00.00000089,20.17498
2011-06-24 12:03:00.000000109,20.189764
2011-06-24 12:03:00.00000074,20.251839
2011-06-24 12:03:00.000000113,20.403522
2011-06-24 12:03:00.00000044,20.166069
2011-06-24 12:03:00.000000183,20.228722
2011-06-24 12:03:00.00000047,20.180313
2011-06-24 12:03:00.0000006,20.399778
2011-06-24 12:03:00.0000005,20.136742
2011-06-24 12:03:00.000000200,20.453026
2011-06-24 12:03:00.000000127,20.29485
2011-06-24 12:03:00.000000120,20.415884
2011-06-24 12:03:00.000000133,20.212017
2011-06-24 12:03:00.00000073,20.298042
2011-06-24 12:03:00.000000101,20.221573
2011-06-24 12:03:00.000000187,20.097095
2011-06-24 12:03:00.000000122,20.092537
2011-06-24 12:03:00.000000175,20.100285
2011-06-24 12:03:00.000000154,20.354794
2011-06-24 12:03:00.000000197,20.154339
2011-06-24 12:03:00.00000017,20.293102
2011-06-24 12:03:00.000000186,20.360535
2011-06-24 12:03:00.00000020,20.349792
2011-06-24 12:03:00.00000035,20.41215
2011-06-24 12:03:00.000000193,20.274403
2011-06-24 12:03:00.000000201,20.17591
2011-06-24 12:03:00.00000054,21.130882
2011-06-24 12:03:00.00000075,20.278015
2011-06-24 12:03:00.000000114,20.075958
2011-06-24 12:03:00.00000062,20.877151
2011-06-24 12:03:00.00000055,20.978554
2011-06-24 12:03:00.00000025,20.16645
2011-06-24 12:03:00.00000022,20.127491
2011-06-24 12:03:00.000000144,19.868477
2011-06-24 12:03:00.000000177,20.257202
2011-06-24 12:03:00.000000124,20.139654
2011-06-24 12:03:00.00000094,20.209723
2011-06-24 12:03:00.00000041,20.335258
2011-06-24 12:03:00.000000141,20.233744
2011-06-24 12:03:00.00000092,20.30391
2011-06-24 12:03:00.000000189,20.53889
2011-06-24 12:03:00.000000171,20.37648
2011-06-24 12:03:00.000000157,20.25698
2011-06-24 12:03:00.000000179,20.111504
2011-06-24 12:03:00.000000107,20.138546
2011-06-24 12:03:00.00000095,20.59888
2011-06-24 12:03:00.00000076,20.144634
2011-06-24 12:03:00.000000156,20.076439
2011-06-24 12:03:00.000000111,21.086836
2011-06-24 12:03:00.000000116,20.342434
2011-06-24 12:03:00.00000033,20.238846
2011-06-24 12:03:00.00000082,20.204683
2011-06-24 12:03:00.00000078,20.09532
2011-06-24 12:03:00.00000051,20.189735
2011-06-24 12:03:00.000000143,20.033749
2011-06-24 12:03:00.000000126,20.446165
2011-06-24 12:03:00.00000088,20.084433
2011-06-24 12:03:00.000000191,20.607918
2011-06-24 12:03:00.00000063,20.559677
2011-06-24 12:03:00.00000045,19.86355
2011-06-24 12:03:00.00000060,20.234997
2011-06-24 12:03:00.00000040,21.463629
2011-06-24 12:03:00.00000057,20.08644
2011-06-24 12:03:00.00000013,20.167292
2011-06-24 12:03:00.00000068,21.035515
2011-06-24 12:03:00.000000165,20.173092
2011-06-24 12:03:00.00000056,20.159523
2011-06-24 12:03:00.000000150,20.29245
2011-06-24 12:03:00.00000052,20.211153
2011-06-24 12:03:00.00000085,22.90084
2011-06-24 12:03:00.000000190,20.260418
2011-06-24 12:03:00.00000072,20.247375
2011-06-24 12:03:00.000000137,20.218199
2011-06-24 12:03:00.000000102,20.266518
2011-06-24 12:03:00.000000106,20.359503
2011-06-24 12:03:00.000000118,20.241575
2011-06-24 12:03:00.00000046,20.47522
2011-06-24 12:03:00.000000110,20.399147
2011-06-24 12:03:00.000000181,20.183945
2011-06-24 12:03:00.000000194,20.183544
2011-06-24 12:03:00.00000061,20.189953
2011-06-24 12:03:00.0000001,20.40826
2011-06-24 12:03:00.00000087,20.30402
2011-06-24 12:03:00.00000066,20.142586
2011-06-24 12:03:00.000000146,20.090485
2011-06-24 12:03:00.000000149,23.147095
2011-06-24 12:03:00.00000038,20.454586
2011-06-24 12:03:00.000000196,20.396778
2011-06-24 12:03:00.00000093,20.292858
2011-06-24 12:03:00.000000170,20.231607
2011-06-24 12:03:00.000000168,20.418541
2011-06-24 12:03:00.0000002,20.41697
2011-06-24 12:03:00.00000042,20.454304
2014-06-15 07:06:00.0000006,20.212643
2014-06-15 07:06:00.00000037,20.355286
2014-06-15 07:06:00.00000025,20.107292
2014-06-15 07:06:00.0000008,20.04063
2014-06-15 07:06:00.00000036,22.38868
2014-06-15 07:06:00.00000042,21.075035
2014-06-15 07:06:00.00000033,20.196737
2014-06-15 07:06:00.00000013,20.16387
2014-06-15 07:06:00.00000035,23.39617
2014-06-15 07:06:00.00000030,20.308727
2014-06-15 07:06:00.00000024,20.265045
2014-06-15 07:06:00.00000031,19.982542
2014-06-15 07:06:00.0000009,19.886574
2014-06-15 07:06:00.00000039,23.272228
2014-06-15 07:06:00.00000010,20.227268
2014-06-15 07:06:00.00000019,19.820889
2014-06-15 07:06:00.00000041,20.301094
2014-06-15 07:06:00.00000028,20.909163
2014-06-15 07:06:00.00000014,23.037294
2014-06-15 07:06:00.0000003,19.954586
2014-06-15 07:06:00.00000017,23.216928
2014-06-15 07:06:00.00000015,20.505724
2014-06-15 07:06:00.00000026,20.17745
2014-06-15 07:06:00.0000002,20.757494
2014-06-15 07:06:00.00000040,20.183691
2014-06-15 07:06:00.00000016,20.133549
2014-06-06 16:22:20.0000003,20.230173
2014-06-06 16:22:20.0000002,20.245396
2015-05-30 21:29:04.0000004,20.395384
2015-05-30 21:29:04.0000007,20.311285
2015-05-30 21:29:04.0000003,20.164738
2015-05-30 21:29:04.0000001,20.297562
2009-10-26 12:01:36.0000001,20.198595
2009-10-26 12:01:36.0000002,20.32608
2009-10-26 12:01:36.0000005,20.23225
2009-10-26 12:01:36.0000003,20.374554
2013-02-02 15:45:08.0000003,20.331652
2013-02-02 15:45:08.0000001,20.051687
2013-02-02 15:45:08.0000002,20.324959
2015-04-15 06:47:04.0000001,20.338816
2015-04-15 06:47:04.0000002,20.034266
2010-12-14 23:27:36.0000001,20.31541
2009-03-05 11:03:04.0000002,20.216072
2009-03-05 11:03:04.0000001,20.508427
2013-07-18 12:23:40.0000003,20.213066
2013-07-18 12:23:40.0000002,20.209541
2013-07-18 12:23:40.0000001,20.279852
2014-04-14 13:48:32.0000004,20.065964
2014-04-14 13:48:32.0000003,20.185814
2014-08-18 05:33:08.0000001,20.306654
2012-01-28 03:14:28.0000001,19.646534
2009-09-14 02:19:00.00000014,19.92183
2009-09-14 02:19:00.00000035,20.48998
2009-09-14 02:19:00.00000040,20.026928
2009-09-14 02:19:00.00000031,20.20252
2009-09-14 02:19:00.0000003,20.157745
2009-09-14 02:19:00.00000025,20.095125
2009-09-14 02:19:00.0000008,20.06697
2009-09-14 02:19:00.00000024,20.436678
2009-09-14 02:19:00.00000021,20.106829
2009-09-14 02:19:00.00000036,19.997757
2009-09-14 02:19:00.0000009,21.470718
2009-09-14 02:19:00.0000001,20.46754
2009-09-14 02:19:00.00000018,20.153793
2009-09-14 02:19:00.00000039,20.282751
2009-09-14 02:19:00.0000002,20.762087
2009-09-14 02:19:00.00000038,20.015415
2009-09-14 02:19:00.00000020,21.062372
2009-09-14 02:19:00.00000028,20.294996
2009-09-14 02:19:00.00000026,21.323032
2009-09-14 02:19:00.00000017,20.038185
2009-09-14 02:19:00.00000030,20.108173
2009-09-14 02:19:00.00000016,20.273754
2009-09-14 02:19:00.0000006,20.319075
2009-09-14 02:19:00.0000007,20.417381
2011-08-14 14:17:28.0000003,20.331184
2011-08-14 14:17:28.0000001,20.307878
2011-08-14 14:17:28.0000004,20.153954
2011-08-14 14:17:28.0000002,20.05606
2011-08-14 14:17:28.0000005,19.908854
2014-03-17 16:07:56.0000002,23.192142
2010-11-03 21:09:56.0000002,20.230785
2010-11-03 21:09:56.0000001,20.523117
2012-12-11 23:37:08.0000002,20.192307
2012-12-11 23:37:08.0000005,20.551023
2012-12-11 23:37:08.0000004,20.316143
2012-12-11 23:37:08.0000006,20.278454
2012-12-11 23:37:08.0000003,20.23813
2012-12-11 23:37:08.0000001,20.065529
2015-06-24 14:19:52.0000001,20.439407
2015-06-24 14:19:52.0000002,23.441803
2015-06-24 14:19:52.0000004,20.162363
2010-08-21 22:21:32.0000004,19.987965
2011-02-19 10:20:28.0000003,20.119287
2011-02-19 10:20:28.0000002,20.368528
2011-02-19 10:20:28.0000001,20.288847
2011-02-19 10:20:28.0000004,20.176596
